prim,Prime.result,target,congruent,operand,distance,subject,rt,OT,subjective.0.is.unaware,presentation_time,addition.place,counter.balance,exclude_from_analysis
0,0,3,no,S,-3,11,525,0.571428571,0,2000,1,1,FALSE
1,1,0,no,S,1,11,700,0.571428571,0,2000,1,1,FALSE
0,0,1,no,S,-1,11,840,0.571428571,0,2000,1,1,FALSE
0,0,1,no,S,-1,11,736,0.571428571,0,2000,1,1,FALSE
5,5,0,no,S,5,11,524,0.571428571,0,2000,1,1,FALSE
4,4,0,no,S,4,11,629,0.571428571,0,2000,1,1,FALSE
2,2,0,no,S,2,11,493,0.571428571,0,2000,1,1,FALSE
0,0,5,no,S,-5,11,664,0.571428571,0,2000,1,1,FALSE
1,1,6,no,S,-5,11,699,0.571428571,0,2000,1,1,FALSE
0,0,2,no,S,-2,11,664,0.571428571,0,2000,1,1,FALSE
3,3,0,no,S,3,11,NA,0.571428571,0,2000,1,1,FALSE
1,1,0,no,S,1,11,700,0.571428571,0,2000,1,1,FALSE
0,0,5,no,S,-5,11,736,0.571428571,0,2000,1,1,FALSE
6,6,3,no,S,3,11,700,0.571428571,0,2000,1,1,FALSE
0,0,2,no,S,-2,11,664,0.571428571,0,2000,1,1,FALSE
4,4,0,no,S,4,11,523,0.571428571,0,2000,1,1,FALSE
3,3,0,no,S,3,11,456,0.571428571,0,2000,1,1,FALSE
1,1,0,no,S,1,11,701,0.571428571,0,2000,1,1,FALSE
5,5,0,no,S,5,11,736,0.571428571,0,2000,1,1,FALSE
2,2,1,no,S,1,11,596,0.571428571,0,2000,1,1,FALSE
3,3,2,no,S,1,11,664,0.571428571,0,2000,1,1,FALSE
1,1,0,no,S,1,11,700,0.571428571,0,2000,1,1,FALSE
0,0,2,no,S,-2,11,768,0.571428571,0,2000,1,1,FALSE
2,2,0,no,S,2,11,456,0.571428571,0,2000,1,1,FALSE
0,0,1,no,S,-1,11,597,0.571428571,0,2000,1,1,FALSE
0,0,4,no,S,-4,11,597,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,596,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,523,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,456,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,596,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,559,0.571428571,0,2000,1,1,FALSE
3,3,3,yes,S,0,11,804,0.571428571,0,2000,1,1,FALSE
1,1,1,yes,S,0,11,841,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,701,0.571428571,0,2000,1,1,FALSE
2,2,2,yes,S,0,11,664,0.571428571,0,2000,1,1,FALSE
4,4,4,yes,S,0,11,NA,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,560,0.571428571,0,2000,1,1,FALSE
2,2,2,yes,S,0,11,628,0.571428571,0,2000,1,1,FALSE
1,1,1,yes,S,0,11,595,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,596,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,456,0.571428571,0,2000,1,1,FALSE
3,3,3,yes,S,0,11,700,0.571428571,0,2000,1,1,FALSE
5,5,5,yes,S,0,11,872,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,596,0.571428571,0,2000,1,1,FALSE
4,4,4,yes,S,0,11,524,0.571428571,0,2000,1,1,FALSE
1,1,1,yes,S,0,11,628,0.571428571,0,2000,1,1,FALSE
2,2,2,yes,S,0,11,736,0.571428571,0,2000,1,1,FALSE
1,1,1,yes,S,0,11,737,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,492,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,NA,0.571428571,0,2000,1,1,FALSE
5,5,5,yes,S,0,11,736,0.571428571,0,2000,1,1,FALSE
3,3,3,yes,S,0,11,664,0.571428571,0,2000,1,1,FALSE
2,2,2,yes,S,0,11,769,0.571428571,0,2000,1,1,FALSE
6,6,6,yes,S,0,11,735,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,596,0.571428571,0,2000,1,1,FALSE
4,4,4,yes,S,0,11,629,0.571428571,0,2000,1,1,FALSE
2,2,2,yes,S,0,11,561,0.571428571,0,2000,1,1,FALSE
1,1,1,yes,S,0,11,700,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,736,0.571428571,0,2000,1,1,FALSE
3,3,3,yes,S,0,11,524,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,628,0.571428571,0,2000,1,1,FALSE
1,1,1,yes,S,0,11,664,0.571428571,0,2000,1,1,FALSE
0,0,0,yes,S,0,11,559,0.571428571,0,2000,1,1,FALSE
8,8,9,no,A,-1,12,559,0.984375,1,2000,2,1,TRUE
9,9,11,no,A,-2,12,353,0.984375,1,2000,2,1,TRUE
8,8,12,no,A,-4,12,NA,0.984375,1,2000,2,1,TRUE
10,10,12,no,A,-2,12,NA,0.984375,1,2000,2,1,TRUE
12,12,11,no,A,1,12,664,0.984375,1,2000,2,1,TRUE
13,13,12,no,A,1,12,NA,0.984375,1,2000,2,1,TRUE
12,12,11,no,A,1,12,663,0.984375,1,2000,2,1,TRUE
11,11,10,no,A,1,12,664,0.984375,1,2000,2,1,TRUE
12,12,11,no,A,1,12,735,0.984375,1,2000,2,1,TRUE
13,13,9,no,A,4,12,664,0.984375,1,2000,2,1,TRUE
10,10,12,no,A,-2,12,872,0.984375,1,2000,2,1,TRUE
13,13,11,no,A,2,12,NA,0.984375,1,2000,2,1,TRUE
9,9,12,no,A,-3,12,664,0.984375,1,2000,2,1,TRUE
11,11,12,no,A,-1,12,352,0.984375,1,2000,2,1,TRUE
10,10,14,no,A,-4,12,384,0.984375,1,2000,2,1,TRUE
9,9,10,no,A,-1,12,595,0.984375,1,2000,2,1,TRUE
12,12,10,no,A,2,12,523,0.984375,1,2000,2,1,TRUE
14,14,13,no,A,1,12,736,0.984375,1,2000,2,1,TRUE
11,11,12,no,A,-1,12,560,0.984375,1,2000,2,1,TRUE
12,12,8,no,A,4,12,420,0.984375,1,2000,2,1,TRUE
12,12,9,no,A,3,12,663,0.984375,1,2000,2,1,TRUE
13,13,10,no,A,3,12,596,0.984375,1,2000,2,1,TRUE
9,9,10,no,A,-1,12,804,0.984375,1,2000,2,1,TRUE
11,11,12,no,A,-1,12,872,0.984375,1,2000,2,1,TRUE
12,12,13,no,A,-1,12,352,0.984375,1,2000,2,1,TRUE
13,13,12,no,A,1,12,315,0.984375,1,2000,2,1,TRUE
9,9,14,no,A,-5,12,492,0.984375,1,2000,2,1,TRUE
10,10,11,no,A,-1,12,NA,0.984375,1,2000,2,1,TRUE
12,12,8,no,A,4,12,523,0.984375,1,2000,2,1,TRUE
11,11,13,no,A,-2,12,628,0.984375,1,2000,2,1,TRUE
10,10,12,no,A,-2,12,840,0.984375,1,2000,2,1,TRUE
9,9,13,no,A,-4,12,1048,0.984375,1,2000,2,1,TRUE
11,11,13,no,A,-2,12,420,0.984375,1,2000,2,1,TRUE
12,12,13,no,A,-1,12,560,0.984375,1,2000,2,1,TRUE
11,11,9,no,A,2,12,596,0.984375,1,2000,2,1,TRUE
12,12,10,no,A,2,12,628,0.984375,1,2000,2,1,TRUE
13,13,9,no,A,4,12,560,0.984375,1,2000,2,1,TRUE
10,10,11,no,A,-1,12,595,0.984375,1,2000,2,1,TRUE
11,11,9,no,A,2,12,595,0.984375,1,2000,2,1,TRUE
14,14,11,no,A,3,12,804,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,735,0.984375,1,2000,2,1,TRUE
10,10,10,yes,A,0,12,523,0.984375,1,2000,2,1,TRUE
9,9,9,yes,A,0,12,975,0.984375,1,2000,2,1,TRUE
9,9,9,yes,A,0,12,804,0.984375,1,2000,2,1,TRUE
10,10,10,yes,A,0,12,664,0.984375,1,2000,2,1,TRUE
10,10,10,yes,A,0,12,559,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,NA,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,735,0.984375,1,2000,2,1,TRUE
14,14,14,yes,A,0,12,248,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,NA,0.984375,1,2000,2,1,TRUE
8,8,8,yes,A,0,12,559,0.984375,1,2000,2,1,TRUE
9,9,9,yes,A,0,12,560,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,596,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,597,0.984375,1,2000,2,1,TRUE
10,10,10,yes,A,0,12,664,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,699,0.984375,1,2000,2,1,TRUE
9,9,9,yes,A,0,12,596,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,664,0.984375,1,2000,2,1,TRUE
13,13,13,yes,A,0,12,664,0.984375,1,2000,2,1,TRUE
10,10,10,yes,A,0,12,524,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,736,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,840,0.984375,1,2000,2,1,TRUE
8,8,8,yes,A,0,12,596,0.984375,1,2000,2,1,TRUE
9,9,9,yes,A,0,12,352,0.984375,1,2000,2,1,TRUE
10,10,10,yes,A,0,12,628,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,NA,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,700,0.984375,1,2000,2,1,TRUE
9,9,9,yes,A,0,12,420,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,628,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,491,0.984375,1,2000,2,1,TRUE
13,13,13,yes,A,0,12,492,0.984375,1,2000,2,1,TRUE
13,13,13,yes,A,0,12,840,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,NA,0.984375,1,2000,2,1,TRUE
11,11,11,yes,A,0,12,628,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,628,0.984375,1,2000,2,1,TRUE
14,14,14,yes,A,0,12,596,0.984375,1,2000,2,1,TRUE
13,13,13,yes,A,0,12,804,0.984375,1,2000,2,1,TRUE
12,12,12,yes,A,0,12,628,0.984375,1,2000,2,1,TRUE
13,13,13,yes,A,0,12,975,0.984375,1,2000,2,1,TRUE
13,13,13,yes,A,0,12,597,0.984375,1,2000,2,1,TRUE
0,0,4,no,S,-4,12,735,0.984375,1,2000,2,1,TRUE
0,0,2,no,S,-2,12,737,0.984375,1,2000,2,1,TRUE
0,0,3,no,S,-3,12,736,0.984375,1,2000,2,1,TRUE
0,0,1,no,S,-1,12,560,0.984375,1,2000,2,1,TRUE
3,3,0,no,S,3,12,840,0.984375,1,2000,2,1,TRUE
2,2,0,no,S,2,12,597,0.984375,1,2000,2,1,TRUE
1,1,4,no,S,-3,12,456,0.984375,1,2000,2,1,TRUE
0,0,1,no,S,-1,12,736,0.984375,1,2000,2,1,TRUE
0,0,3,no,S,-3,12,768,0.984375,1,2000,2,1,TRUE
4,4,0,no,S,4,12,524,0.984375,1,2000,2,1,TRUE
2,2,0,no,S,2,12,663,0.984375,1,2000,2,1,TRUE
0,0,3,no,S,-3,12,805,0.984375,1,2000,2,1,TRUE
1,1,0,no,S,1,12,700,0.984375,1,2000,2,1,TRUE
0,0,1,no,S,-1,12,628,0.984375,1,2000,2,1,TRUE
0,0,1,no,S,-1,12,840,0.984375,1,2000,2,1,TRUE
5,5,0,no,S,5,12,664,0.984375,1,2000,2,1,TRUE
4,4,0,no,S,4,12,NA,0.984375,1,2000,2,1,TRUE
2,2,0,no,S,2,12,492,0.984375,1,2000,2,1,TRUE
0,0,5,no,S,-5,12,596,0.984375,1,2000,2,1,TRUE
1,1,6,no,S,-5,12,804,0.984375,1,2000,2,1,TRUE
0,0,2,no,S,-2,12,872,0.984375,1,2000,2,1,TRUE
3,3,0,no,S,3,12,596,0.984375,1,2000,2,1,TRUE
1,1,0,no,S,1,12,872,0.984375,1,2000,2,1,TRUE
0,0,5,no,S,-5,12,805,0.984375,1,2000,2,1,TRUE
6,6,3,no,S,3,12,872,0.984375,1,2000,2,1,TRUE
0,0,2,no,S,-2,12,NA,0.984375,1,2000,2,1,TRUE
4,4,0,no,S,4,12,664,0.984375,1,2000,2,1,TRUE
3,3,0,no,S,3,12,524,0.984375,1,2000,2,1,TRUE
1,1,0,no,S,1,12,628,0.984375,1,2000,2,1,TRUE
5,5,0,no,S,5,12,700,0.984375,1,2000,2,1,TRUE
2,2,1,no,S,1,12,804,0.984375,1,2000,2,1,TRUE
3,3,2,no,S,1,12,NA,0.984375,1,2000,2,1,TRUE
1,1,0,no,S,1,12,663,0.984375,1,2000,2,1,TRUE
0,0,2,no,S,-2,12,908,0.984375,1,2000,2,1,TRUE
2,2,0,no,S,2,12,560,0.984375,1,2000,2,1,TRUE
0,0,1,no,S,-1,12,737,0.984375,1,2000,2,1,TRUE
0,0,4,no,S,-4,12,561,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,560,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,561,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,595,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,665,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,804,0.984375,1,2000,2,1,TRUE
3,3,3,yes,S,0,12,524,0.984375,1,2000,2,1,TRUE
1,1,1,yes,S,0,12,664,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,700,0.984375,1,2000,2,1,TRUE
2,2,2,yes,S,0,12,804,0.984375,1,2000,2,1,TRUE
4,4,4,yes,S,0,12,524,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,700,0.984375,1,2000,2,1,TRUE
2,2,2,yes,S,0,12,699,0.984375,1,2000,2,1,TRUE
1,1,1,yes,S,0,12,805,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,561,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,524,0.984375,1,2000,2,1,TRUE
3,3,3,yes,S,0,12,700,0.984375,1,2000,2,1,TRUE
5,5,5,yes,S,0,12,699,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,525,0.984375,1,2000,2,1,TRUE
4,4,4,yes,S,0,12,700,0.984375,1,2000,2,1,TRUE
1,1,1,yes,S,0,12,560,0.984375,1,2000,2,1,TRUE
2,2,2,yes,S,0,12,907,0.984375,1,2000,2,1,TRUE
1,1,1,yes,S,0,12,804,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,NA,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,596,0.984375,1,2000,2,1,TRUE
5,5,5,yes,S,0,12,596,0.984375,1,2000,2,1,TRUE
3,3,3,yes,S,0,12,768,0.984375,1,2000,2,1,TRUE
2,2,2,yes,S,0,12,664,0.984375,1,2000,2,1,TRUE
6,6,6,yes,S,0,12,805,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,597,0.984375,1,2000,2,1,TRUE
4,4,4,yes,S,0,12,736,0.984375,1,2000,2,1,TRUE
2,2,2,yes,S,0,12,945,0.984375,1,2000,2,1,TRUE
1,1,1,yes,S,0,12,736,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,944,0.984375,1,2000,2,1,TRUE
3,3,3,yes,S,0,12,524,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,524,0.984375,1,2000,2,1,TRUE
1,1,1,yes,S,0,12,663,0.984375,1,2000,2,1,TRUE
0,0,0,yes,S,0,12,560,0.984375,1,2000,2,1,TRUE
8,8,9,no,A,-1,13,595,0.62295082,0,2000,1,1,TRUE
9,9,11,no,A,-2,13,NA,0.62295082,0,2000,1,1,TRUE
8,8,12,no,A,-4,13,664,0.62295082,0,2000,1,1,TRUE
10,10,12,no,A,-2,13,664,0.62295082,0,2000,1,1,TRUE
12,12,11,no,A,1,13,700,0.62295082,0,2000,1,1,TRUE
13,13,12,no,A,1,13,628,0.62295082,0,2000,1,1,TRUE
12,12,11,no,A,1,13,559,0.62295082,0,2000,1,1,TRUE
11,11,10,no,A,1,13,559,0.62295082,0,2000,1,1,TRUE
12,12,11,no,A,1,13,664,0.62295082,0,2000,1,1,TRUE
13,13,9,no,A,4,13,420,0.62295082,0,2000,1,1,TRUE
10,10,12,no,A,-2,13,700,0.62295082,0,2000,1,1,TRUE
13,13,11,no,A,2,13,559,0.62295082,0,2000,1,1,TRUE
9,9,12,no,A,-3,13,736,0.62295082,0,2000,1,1,TRUE
11,11,12,no,A,-1,13,664,0.62295082,0,2000,1,1,TRUE
10,10,14,no,A,-4,13,736,0.62295082,0,2000,1,1,TRUE
9,9,10,no,A,-1,13,596,0.62295082,0,2000,1,1,TRUE
12,12,10,no,A,2,13,700,0.62295082,0,2000,1,1,TRUE
14,14,13,no,A,1,13,664,0.62295082,0,2000,1,1,TRUE
11,11,12,no,A,-1,13,664,0.62295082,0,2000,1,1,TRUE
12,12,8,no,A,4,13,628,0.62295082,0,2000,1,1,TRUE
12,12,9,no,A,3,13,525,0.62295082,0,2000,1,1,TRUE
13,13,10,no,A,3,13,945,0.62295082,0,2000,1,1,TRUE
9,9,10,no,A,-1,13,597,0.62295082,0,2000,1,1,TRUE
11,11,12,no,A,-1,13,736,0.62295082,0,2000,1,1,TRUE
12,12,13,no,A,-1,13,561,0.62295082,0,2000,1,1,TRUE
13,13,12,no,A,1,13,595,0.62295082,0,2000,1,1,TRUE
9,9,14,no,A,-5,13,596,0.62295082,0,2000,1,1,TRUE
10,10,11,no,A,-1,13,597,0.62295082,0,2000,1,1,TRUE
12,12,8,no,A,4,13,736,0.62295082,0,2000,1,1,TRUE
11,11,13,no,A,-2,13,664,0.62295082,0,2000,1,1,TRUE
10,10,12,no,A,-2,13,700,0.62295082,0,2000,1,1,TRUE
9,9,13,no,A,-4,13,700,0.62295082,0,2000,1,1,TRUE
11,11,13,no,A,-2,13,560,0.62295082,0,2000,1,1,TRUE
12,12,13,no,A,-1,13,596,0.62295082,0,2000,1,1,TRUE
11,11,9,no,A,2,13,628,0.62295082,0,2000,1,1,TRUE
12,12,10,no,A,2,13,NA,0.62295082,0,2000,1,1,TRUE
13,13,9,no,A,4,13,628,0.62295082,0,2000,1,1,TRUE
10,10,11,no,A,-1,13,701,0.62295082,0,2000,1,1,TRUE
11,11,9,no,A,2,13,629,0.62295082,0,2000,1,1,TRUE
14,14,11,no,A,3,13,664,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
10,10,10,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
9,9,9,yes,A,0,13,840,0.62295082,0,2000,1,1,TRUE
9,9,9,yes,A,0,13,700,0.62295082,0,2000,1,1,TRUE
10,10,10,yes,A,0,13,700,0.62295082,0,2000,1,1,TRUE
10,10,10,yes,A,0,13,596,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,NA,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
14,14,14,yes,A,0,13,768,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
8,8,8,yes,A,0,13,736,0.62295082,0,2000,1,1,TRUE
9,9,9,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,597,0.62295082,0,2000,1,1,TRUE
10,10,10,yes,A,0,13,NA,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,596,0.62295082,0,2000,1,1,TRUE
9,9,9,yes,A,0,13,NA,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
13,13,13,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
10,10,10,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
8,8,8,yes,A,0,13,736,0.62295082,0,2000,1,1,TRUE
9,9,9,yes,A,0,13,596,0.62295082,0,2000,1,1,TRUE
10,10,10,yes,A,0,13,596,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,665,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,595,0.62295082,0,2000,1,1,TRUE
9,9,9,yes,A,0,13,629,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,768,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,701,0.62295082,0,2000,1,1,TRUE
13,13,13,yes,A,0,13,596,0.62295082,0,2000,1,1,TRUE
13,13,13,yes,A,0,13,736,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,700,0.62295082,0,2000,1,1,TRUE
11,11,11,yes,A,0,13,596,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,736,0.62295082,0,2000,1,1,TRUE
14,14,14,yes,A,0,13,805,0.62295082,0,2000,1,1,TRUE
13,13,13,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
12,12,12,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
13,13,13,yes,A,0,13,628,0.62295082,0,2000,1,1,TRUE
13,13,13,yes,A,0,13,664,0.62295082,0,2000,1,1,TRUE
0,0,4,no,S,-4,13,560,0.62295082,0,2000,1,1,TRUE
0,0,2,no,S,-2,13,628,0.62295082,0,2000,1,1,TRUE
0,0,3,no,S,-3,13,560,0.62295082,0,2000,1,1,TRUE
0,0,1,no,S,-1,13,665,0.62295082,0,2000,1,1,TRUE
3,3,0,no,S,3,13,525,0.62295082,0,2000,1,1,TRUE
2,2,0,no,S,2,13,559,0.62295082,0,2000,1,1,TRUE
1,1,4,no,S,-3,13,628,0.62295082,0,2000,1,1,TRUE
0,0,1,no,S,-1,13,492,0.62295082,0,2000,1,1,TRUE
0,0,3,no,S,-3,13,560,0.62295082,0,2000,1,1,TRUE
4,4,0,no,S,4,13,700,0.62295082,0,2000,1,1,TRUE
2,2,0,no,S,2,13,561,0.62295082,0,2000,1,1,TRUE
0,0,3,no,S,-3,13,628,0.62295082,0,2000,1,1,TRUE
1,1,0,no,S,1,13,561,0.62295082,0,2000,1,1,TRUE
0,0,1,no,S,-1,13,663,0.62295082,0,2000,1,1,TRUE
0,0,1,no,S,-1,13,664,0.62295082,0,2000,1,1,TRUE
5,5,0,no,S,5,13,664,0.62295082,0,2000,1,1,TRUE
4,4,0,no,S,4,13,595,0.62295082,0,2000,1,1,TRUE
2,2,0,no,S,2,13,628,0.62295082,0,2000,1,1,TRUE
0,0,5,no,S,-5,13,628,0.62295082,0,2000,1,1,TRUE
1,1,6,no,S,-5,13,664,0.62295082,0,2000,1,1,TRUE
0,0,2,no,S,-2,13,736,0.62295082,0,2000,1,1,TRUE
3,3,0,no,S,3,13,628,0.62295082,0,2000,1,1,TRUE
1,1,0,no,S,1,13,664,0.62295082,0,2000,1,1,TRUE
0,0,5,no,S,-5,13,560,0.62295082,0,2000,1,1,TRUE
6,6,3,no,S,3,13,664,0.62295082,0,2000,1,1,TRUE
0,0,2,no,S,-2,13,628,0.62295082,0,2000,1,1,TRUE
4,4,0,no,S,4,13,559,0.62295082,0,2000,1,1,TRUE
3,3,0,no,S,3,13,524,0.62295082,0,2000,1,1,TRUE
1,1,0,no,S,1,13,595,0.62295082,0,2000,1,1,TRUE
5,5,0,no,S,5,13,597,0.62295082,0,2000,1,1,TRUE
2,2,1,no,S,1,13,664,0.62295082,0,2000,1,1,TRUE
3,3,2,no,S,1,13,595,0.62295082,0,2000,1,1,TRUE
1,1,0,no,S,1,13,596,0.62295082,0,2000,1,1,TRUE
0,0,2,no,S,-2,13,735,0.62295082,0,2000,1,1,TRUE
2,2,0,no,S,2,13,596,0.62295082,0,2000,1,1,TRUE
0,0,1,no,S,-1,13,628,0.62295082,0,2000,1,1,TRUE
0,0,4,no,S,-4,13,524,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,596,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,559,0.62295082,0,2000,1,1,TRUE
3,3,3,yes,S,0,13,NA,0.62295082,0,2000,1,1,TRUE
1,1,1,yes,S,0,13,664,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,664,0.62295082,0,2000,1,1,TRUE
2,2,2,yes,S,0,13,524,0.62295082,0,2000,1,1,TRUE
4,4,4,yes,S,0,13,560,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,597,0.62295082,0,2000,1,1,TRUE
2,2,2,yes,S,0,13,701,0.62295082,0,2000,1,1,TRUE
1,1,1,yes,S,0,13,597,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,596,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
3,3,3,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
5,5,5,yes,S,0,13,561,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
4,4,4,yes,S,0,13,596,0.62295082,0,2000,1,1,TRUE
1,1,1,yes,S,0,13,701,0.62295082,0,2000,1,1,TRUE
2,2,2,yes,S,0,13,525,0.62295082,0,2000,1,1,TRUE
1,1,1,yes,S,0,13,664,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,597,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,595,0.62295082,0,2000,1,1,TRUE
5,5,5,yes,S,0,13,735,0.62295082,0,2000,1,1,TRUE
3,3,3,yes,S,0,13,597,0.62295082,0,2000,1,1,TRUE
2,2,2,yes,S,0,13,595,0.62295082,0,2000,1,1,TRUE
6,6,6,yes,S,0,13,664,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,596,0.62295082,0,2000,1,1,TRUE
4,4,4,yes,S,0,13,597,0.62295082,0,2000,1,1,TRUE
2,2,2,yes,S,0,13,628,0.62295082,0,2000,1,1,TRUE
1,1,1,yes,S,0,13,664,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,663,0.62295082,0,2000,1,1,TRUE
3,3,3,yes,S,0,13,595,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,595,0.62295082,0,2000,1,1,TRUE
1,1,1,yes,S,0,13,700,0.62295082,0,2000,1,1,TRUE
0,0,0,yes,S,0,13,559,0.62295082,0,2000,1,1,TRUE
8,8,9,no,A,-1,14,560,0.4375,1,2000,2,1,TRUE
9,9,11,no,A,-2,14,737,0.4375,1,2000,2,1,TRUE
8,8,12,no,A,-4,14,628,0.4375,1,2000,2,1,TRUE
10,10,12,no,A,-2,14,560,0.4375,1,2000,2,1,TRUE
12,12,11,no,A,1,14,736,0.4375,1,2000,2,1,TRUE
13,13,12,no,A,1,14,735,0.4375,1,2000,2,1,TRUE
12,12,11,no,A,1,14,737,0.4375,1,2000,2,1,TRUE
11,11,10,no,A,1,14,627,0.4375,1,2000,2,1,TRUE
12,12,11,no,A,1,14,NA,0.4375,1,2000,2,1,TRUE
13,13,9,no,A,4,14,560,0.4375,1,2000,2,1,TRUE
10,10,12,no,A,-2,14,627,0.4375,1,2000,2,1,TRUE
13,13,11,no,A,2,14,663,0.4375,1,2000,2,1,TRUE
